id,pred_content_id,true_content_id
t_00c206f61c2c,c_c643a8852a50 c_4ff8a7b37cdc c_491047a4a4da c_e72e3f1741b6 c_c3e7eef07cd5 c_2a306a47f525 c_94e644126276 c_86e17c92cd46 c_e96c40959f39 c_e8083500af45,c_72a673e3fcc1 c_7bdb28a10d78 c_d024c170474c
t_00c332a776fb,c_5407da4376be c_6502791ac349 c_807a2e9f21d8 c_07feff179e6d c_d2912967ec3d c_e5bba171f65c c_28fc04f4794d c_fd2df1664c1e c_a545a852d971 c_bdaaa8fc0fa9,c_07feff179e6d c_8ae5812e5efe c_ba388f26d5d9 c_d2912967ec3d
t_00c5ba9065e9,c_d7559bd1104d c_30a443064159 c_24508c034711 c_fe262c542966 c_d7e0eea5ab58 c_07eafb09004d c_b22d1c5dd850 c_33e446ad8782 c_7cf2c3b133e2 c_266ecc5869d1,c_266ecc5869d1 c_30a443064159 c_d7559bd1104d c_d8ddb43426e6 c_de4597191f17 c_fe262c542966
t_00c5d889a18f,c_28dc9010cdc1 c_f09aaa74b814 c_25775bb620b9 c_5b9eb5c70272 c_9d33bd0de693 c_dd9061ec39ab c_4aca1847b9c1 c_eba416809d03 c_517aa85864f8 c_8390c59a496c,c_252dd05da950 c_28dc9010cdc1 c_4aca1847b9c1 c_5e676309d710 c_9d33bd0de693 c_dd9061ec39ab c_eba416809d03 c_f09aaa74b814
t_00c6da00bc15,c_856b1ece614a c_21f5cfdbbad0 c_d7400ee969d5 c_002b2fb1886d c_26a15df917e4 c_b75f6aecd612 c_0084aeef2442 c_e3b061f4fef0 c_089c9cb3a1dc c_2e5c745e1c58,c_0084aeef2442 c_21f5cfdbbad0 c_856b1ece614a
t_00c8ba7ebcad,c_08c543bbad46 c_65770c4d184f c_6e6eb57ead3a c_7c026c41d565 c_9884d2692a86 c_af1a51aafc61 c_cf5c8ee071f0 c_d9ed471dfc62 c_dd6f147c0273 c_f7626470d9d8,c_0ec9a8f6070a
t_00c9dddbe9ab,c_8ad3bb3c5eda c_8db647ea3396 c_c7ea3524b791 c_7a74aaaa4aea c_d5fcfb707613 c_957f4a09d160 c_fc7ae213df03 c_9b019acd5687 c_8898ec0d6307 c_5e984822c635,c_fc7ae213df03
t_00c9ff72b5a0,c_f2a707ebecb9 c_bfdb8e424ece c_ed24c1f5a604 c_2212675f1cb8 c_444326b916b8 c_c53f063e34f3 c_e5ca52a9a7de c_d8c053a89429 c_81430d7aeecc c_b4961f794dbd,c_0b5f97ed89e4 c_2212675f1cb8 c_2ba57267c8c6 c_35384a7223cd c_39ba165ebb9f c_444326b916b8 c_81430d7aeecc c_872ec943af09 c_b4961f794dbd c_bfdb8e424ece c_c15e4e0b4815 c_c53f063e34f3 c_d8c053a89429 c_df5fdee77a0d c_e5ca52a9a7de c_ed24c1f5a604 c_f2a707ebecb9 c_f3f7d3c15c12
t_00cbfca75982,c_3a5792628bd4 c_7007ee2a8dba c_0c278bf68a3a c_dfb1abb59d5c c_bcc67d202c53 c_3b5eeb9eddab c_ccd65da2a0b0 c_b04d8566224d c_bae9dc26a1ca c_c3838166ff78,c_233f6fa6396d c_3b5eeb9eddab c_4d582d3ab2c0 c_ccd65da2a0b0
t_00cc3c5eb036,c_d760306b4400 c_8daf052b55e5 c_0295869da749 c_54bc963bca90 c_af1fb10a36e5 c_29f59f9e8432 c_fdc94c71c92b c_8a60a8f5db1c c_a36bcb966e22 c_0cfc0b20a0fb,c_0295869da749 c_0cfc0b20a0fb c_29f59f9e8432 c_46f8393baadb c_54bc963bca90 c_6cbb967868c2 c_8e870f80e452 c_af1fb10a36e5 c_d49c75c4d6f5 c_d4e72be83140 c_d760306b4400 c_fb9ba7aa3093
t_00ccbfbedbd2,c_6204a51838d6 c_6ccb6f67400b c_2115be48fa7c c_aada37b3b580 c_4cfff5fae82e c_3bfd7d3c9695 c_ebfc5a9a6590 c_7cc0605522bc c_36370657866d c_865b0112a125,c_2e769859a2d6 c_437feed1919c c_58100920d8ac c_f386265713fc
t_00cdcaa86a5f,c_2b497e97da62 c_fc199fc97963 c_9d9144b2de4f c_aa8d8be3024c c_ee104e470b29 c_0d715a30ec95 c_a59fd2456487 c_913217db4434 c_9c0c749f00e5 c_6f0a44c19ee7,c_3c734fd73fe7 c_74fd05d5d1ef
t_00ce1127ecde,c_2ee28672389f c_5bdcc68a09c5 c_7e63fb46cf93 c_95047a72f978 c_954b7f2f22f0 c_c0930b2c2c4b c_d5d6add14bae c_d8248ffe4cc7 c_d86380bbf34c c_decdd7e8d3e0,c_946f03851cf3
t_00ce57bb6240,c_2cc48106a98c c_91b2a0da0972 c_034dc3e6b8b9 c_4107c296b23b c_e261ee4056b8 c_ceff6bf0cc72 c_b04c8c3161bb c_cca69bbf4a53 c_9dad1df68305 c_c7440ebcacf9,c_2c0ac1608015 c_2cc48106a98c c_42575fcc21f2 c_919915d3938a c_a096f8299907 c_b04c8c3161bb c_ceff6bf0cc72
t_00ceaa3bb158,c_52f5417a2279 c_dc0d8f3ad6bf c_ee3255c28a78 c_c8edbe1668be c_8a583e4cdfb6 c_1f1dce4031e1 c_cff5a193e9a3 c_4b7b0bf18515 c_2eed64fe3a1c c_84625087ab61,c_2eed64fe3a1c c_52f5417a2279 c_b1658e38aede c_cff5a193e9a3 c_ebe891c5b921
t_00d18446092d,c_069d2fe0518a c_b34d44e5289c c_eff3a354abf4 c_6f248e5304e7 c_514cde20a1ea c_de86a846ca16 c_84ec8928d98b c_d01b24503b6a c_e0d8879bfd5a c_5f3f31a02758,c_1e26c5250a66 c_514cde20a1ea c_6a74063a4193 c_b34d44e5289c c_e3980760a08c c_e93b1af13bb5 c_ea039d52212a c_f52fe174d080
t_00d34df87981,c_c6c9d4b75ff3 c_b5762bf6df95 c_984639f61795 c_ead4e5719858 c_4ffb8836c807 c_f87c61bbcf0a c_be350fc2ae81 c_85a8a0379d29 c_4577975ee8fa c_91a8389a3391,c_58046dd1c0fb c_67bc1202213e c_9546778f4db5 c_aa33a155cddb c_f4fbb222497d c_f5e37eaf8eb6
t_00d45d9214e3,c_97a7e4e9463c c_3d532b19e8e8 c_fbf546860def c_9fec176091fe c_22b6abd56937 c_d8f8a5dedc5e c_176f2649bea4 c_9945b3d9795a c_219625bf8371 c_65c4aacd9f15,c_219625bf8371 c_3c8abf9c93eb c_4ef760fafc6e c_65c4aacd9f15 c_c83d43ddd8f4
t_00d52e6b978e,c_9faa827dfdf5 c_e6c7077d2d48 c_d8fd594ac888 c_13f604481daa c_1b6cd6b23fbb c_e9ef591fe90e c_2518d950e9b0 c_d56f8f8b5387 c_6d3c9c328ffd c_bd6e8cb463c4,c_a97234998bf7 c_d8fd594ac888 c_dc948d73845e
t_00d59675253f,c_824e5c1c90bf c_2cc794300be8 c_fffa80e3f705 c_041c52f3ac65 c_be599a34ff7e c_3ab086c683c5 c_0e7fee8a5517 c_fe89f27129c9 c_49dea4a6da16 c_9f2d5023e13f,c_1e0c73e23f64 c_3ab086c683c5 c_3fe900491c63 c_5c40dfc4d214 c_7ceca389a606 c_90396423af61 c_c2966814c46f c_cc76215f9956
t_00d5ecabada0,c_6157a5ea2320 c_775ce4903977 c_4a2de410e7cb c_a20604e44aae c_04af13ec5a1e c_53498eba3344 c_45ba770bbb59 c_543782981450 c_07a09bdd423e c_663314a53938,c_1b3dd402066e c_27120310a02b c_321c007ddec7 c_343b374d85d0 c_392c5b5b07a5 c_5004fcb935ec c_7f6085dba0f9 c_8ad50fcb6c75 c_9de11bfa74f8 c_c4a88f5cf8ea c_de0d313d62a5 c_eeb1aff17654 c_f175f5d4a74c c_f40c4015448c
t_00d6699a0cf3,c_494b7f56f4cb c_0fb33621707c c_0c4e0a7f69b8 c_3929f094073f c_02bb492755cb c_687f65c81f6e c_639f61364746 c_2c3abc9e1b7b c_59d3a4d85556 c_3516e94cf95f,c_387c18c632aa c_d2b80b0138e0
t_00d7b9fe7fe8,c_6a35a26fc111 c_9e9996a7e503 c_6a8c863850e4 c_650f5edb3a84 c_38882c64f81e c_075822606466 c_a9aa8efc007e c_7fb1aeea8bad c_e9e9829e1eed c_819df3e88ad5,c_6a35a26fc111
t_00d8c85d0d76,c_57ec555d2fb1 c_11bb922d0652 c_35a7619d4e60 c_a9684b4d744b c_41be46fb7ec3 c_734edc6c10c9 c_a51dbc6f792f c_419fbc214ee9 c_107a1c605559 c_b6940c6eafa7,c_00c60f53c2ce c_0f039ac1c980 c_1ae65288b59d c_2bcd210913b7 c_4b03ac66fd7e c_57ec555d2fb1 c_734edc6c10c9 c_87c8ba68fe29 c_a51dbc6f792f c_a9684b4d744b
t_00d8d7718d76,c_ea24b80fc810 c_d2a098656bd2 c_aed76ad7ac76 c_1d4ad6bf121a c_0af6ef9f29c4 c_fd1049f28e37 c_fd81805dca4f c_b5759763728a c_f5011ad37ba1 c_9fe28815a781,c_2a0e1bde28e1
t_00da26226107,c_4975f6d9fd1d c_96ab89dc20f7 c_c8a6cf7b9c57 c_a6ed1892c398 c_f772d71c20a5 c_03d901ab61f6 c_47ffc778a848 c_f493114f78c4 c_183181b47421 c_6d2f8d3539c2,c_d2b3b43d838a
t_00dc590fcd2e,c_537b874c9d49 c_d993237f0515 c_6abac345c126 c_59a36fcf2b3d c_1fbd582e91bb c_6068a3a983b2 c_5de869c5a44b c_643d445214e1 c_d7392417b4fb c_b092851fe156,c_1fbd582e91bb c_537b874c9d49 c_59a36fcf2b3d c_6abac345c126 c_b092851fe156 c_d993237f0515
t_00ddbda6dee5,c_679d8625c4d4 c_90e2fac933ad c_8486d34518a5 c_98fa51977e8d c_b777bc8ed797 c_15d9c50f2c4f c_a9c520b4e33e c_e273fd59ed67 c_5b8e484daadb c_6fc22a78f4cf,c_3ecca8474c9a c_5be2d3e58924 c_63174613423c c_74b19899b487 c_87636a2cf038 c_aff61a8bc65f c_bd467a303238 c_da2af37be37a c_e9a9993e44ce c_f3d631522cc4 c_f60f62ba44bc
t_00de68399b32,c_2a22616a678f c_a9a4955dd4e4 c_7b726314d5ad c_96076b72d6e6 c_2eec6b8032c4 c_5b9921f1efde c_db8ecd2c3872 c_ea3dcef4711d c_827eaffd2d71 c_e3d419f784f0,c_2a22616a678f c_2eec6b8032c4 c_827eaffd2d71 c_96076b72d6e6 c_a9a4955dd4e4 c_e3d419f784f0
t_00e0431f0419,c_a4349b2b79f1 c_fa494bcb143f c_5a84bee75496 c_5f84b6a898cb c_3eb95a2d6ebd c_68e086020152 c_b8c6d842d424 c_4aae2e2e2a54 c_4404aad7897a c_0598486a59b6,c_5a84bee75496 c_7c8bd49f0d22 c_a1c77013e8e4 c_b838b608a49a c_c6e7e759b370
t_00e108b88c5a,c_afb657570c02 c_d18ee7f21bf9 c_2f0f17e50e0a c_0454be39aa59 c_9e5253ec6cd4 c_4ff03b3a776c c_9ada23a1f331 c_7e4054ff600e c_5cbcd90c9885 c_2982ec43df2c,c_46078a2f8911 c_4ff03b3a776c c_6fa359bfa956 c_716b71bf4453 c_9adf8f3a9b70 c_dde3a764f613
t_00e10eb01e88,c_79b7ca845144 c_89e7fdf95dcc c_48ee6c40b654 c_3ec039c8647c c_a9dbea3fc0ed c_6dd75388e19f c_812281c71dda c_bd23d0b032d3 c_13ab4f84ed7b c_9b1d96b119c9,c_79b7ca845144
t_00e11130d1fc,c_4441fd3ffab1 c_3e52c9815b18 c_c6e4dbed1281 c_f53c686cb468 c_ea282a3be3c8 c_a1e5cecab510 c_2c584348778a c_44f0843fc118 c_c223c9f3cb15 c_c7a788bd71eb,c_ecd8bc4b5784
t_00e2c8b972a9,c_442fc15b2943 c_f9cbf632d702 c_c011eecb64ba c_13dd52fb0479 c_bf9de0cc4999 c_5984726c9068 c_71ba2175a756 c_7f5e73f87e7f c_9a10c82b0a67 c_1b3bf446fb33,c_442fc15b2943 c_f9cbf632d702
t_00e36f358cf6,c_112b466dca02 c_96c91a26bbc2 c_af3ae1caa0bf c_b2487cb43335 c_903520f8557e c_ab15aa4d42c4 c_12dbddb3c644 c_c2c16eb9e9a9 c_f55302dd5925 c_f6ca2c29e59f,c_138464058a31 c_424a9c542b49 c_434b806e75ab c_43e37367114e c_552696803d49 c_682609728d87 c_7b5b441f8c86 c_b33d96ef5052 c_b5007defab49 c_bba22f7cbed0 c_c033f17dcf26 c_c2c16eb9e9a9 c_d98e7a4431e4 c_da274b8d8315 c_e6d157c0c2b2 c_f523a94ddc66
t_00e5b7d1dbc5,c_a3f972121d03 c_1e1f48b98389 c_44b1e0e32b28 c_45c9230bf7cd c_2244a7bc5e16 c_e637c1b5ad3c c_60341eb4e00c c_afb2f574c492 c_a71e55f9352c c_72fa65281850,c_1e1f48b98389 c_44b1e0e32b28 c_45c9230bf7cd c_a3f972121d03
